filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
000001_1657711084457716.png,31398,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000002_1657711084497716.png,31927,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000003_1657711084537716.png,31822,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000004_1657711084577716.png,32037,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000005_1657711084617716.png,31306,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000006_1657711084657716.png,31435,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000007_1657711084697716.png,32169,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000008_1657711084737717.png,32196,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000009_1657711084777717.png,31392,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000010_1657711084817717.png,31509,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""ellipse"",""cx"":168,""cy"":138,""rx"":21.15,""ry"":19,""theta"":2.636}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
000011_1657711084857717.png,32276,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000012_1657711084897717.png,31516,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000013_1657711084937717.png,31928,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000014_1657711084977717.png,32105,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000015_1657711085017717.png,32169,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000016_1657711085057717.png,32498,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000017_1657711085097717.png,32349,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000018_1657711085137717.png,31384,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000019_1657711085177717.png,32036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000020_1657711085217717.png,32470,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000021_1657711085257717.png,32209,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000022_1657711085297717.png,32400,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000023_1657711085337717.png,32571,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000024_1657711085377717.png,32418,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000025_1657711085417717.png,31698,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000026_1657711085457717.png,31708,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000027_1657711085497717.png,32417,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000028_1657711085537717.png,31702,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000029_1657711085577717.png,32556,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000030_1657711085617717.png,32371,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000031_1657711085657717.png,32405,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000032_1657711085697717.png,32661,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000033_1657711085737717.png,32623,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000034_1657711085777717.png,32672,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000035_1657711085817717.png,31806,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000036_1657711085857717.png,32522,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000037_1657711085897717.png,32011,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000038_1657711085937717.png,32635,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000039_1657711085977718.png,32663,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000040_1657711086017718.png,32497,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000041_1657711086057718.png,31817,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000042_1657711086097718.png,31878,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000043_1657711086137718.png,32604,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000044_1657711086177718.png,31862,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000045_1657711086217718.png,32782,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000046_1657711086257718.png,32836,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000047_1657711086297718.png,32429,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000048_1657711086337718.png,31832,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000049_1657711086377718.png,32509,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000050_1657711086417718.png,32563,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000051_1657711086457718.png,31893,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000052_1657711086497718.png,32409,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000053_1657711086537718.png,32547,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000054_1657711086577718.png,32660,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000055_1657711086617718.png,32383,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000056_1657711086657718.png,32319,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000057_1657711086697718.png,32470,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000058_1657711086737718.png,32867,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000059_1657711086777718.png,32551,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000060_1657711086817718.png,31911,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000061_1657711086857718.png,32510,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000062_1657711086897718.png,32734,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000063_1657711086937718.png,32369,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000064_1657711086977718.png,32626,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000065_1657711087017718.png,32619,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000066_1657711087057718.png,32348,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000067_1657711087097718.png,32675,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000068_1657711087137718.png,32582,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000069_1657711087177718.png,32318,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000070_1657711087217719.png,31992,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000071_1657711087257719.png,32557,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000072_1657711087297719.png,32934,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000073_1657711087337719.png,30979,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000074_1657711087377719.png,31848,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000075_1657711087417719.png,32518,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000076_1657711087457719.png,32087,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000077_1657711087497719.png,32802,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000078_1657711087537719.png,32598,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000079_1657711087577719.png,32472,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000080_1657711087617719.png,32533,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000081_1657711087657719.png,31672,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000082_1657711087697719.png,31722,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000083_1657711087737719.png,32116,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000084_1657711087777719.png,32279,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000085_1657711087817719.png,32392,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000086_1657711087857719.png,32597,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000087_1657711087897719.png,33207,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000088_1657711087937719.png,32818,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000089_1657711087977719.png,32555,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000090_1657711088017719.png,32595,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
000091_1657711088057719.png,32280,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",0,0,"{}","{}"
